Uniprot Entry,Accession Name,Name,Organism,Biological Process Label,Brain Part,Molecular Function Label,Cellular Component Label
P26040,EZRI_MOUSE,Ezrin,Mus musculus (Mouse),"GO:0022610, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502, GO:0008152",Cortex,GO:0005488,"GO:0005737, GO:0099080, GO:0042995, GO:0005622, GO:0043226, GO:0098862, GO:0098552, GO:0031256, GO:0060187, GO:0030054, GO:0005815, GO:0016020"
Q9QZ88,VPS29_MOUSE,Vacuolar protein sorting-associated protein 29,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,GO:0005488,"GO:0005622, GO:0016020, GO:0098796, GO:0043226"
P30275,KCRU_MOUSE,"Creatine kinase U-type, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0016020, GO:0044232, GO:0043226"
Q3U9Z0,VATB2_MOUSE,"V-type proton ATPase subunit B, brain isoform",Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0043226, GO:0031224, GO:0098796, GO:0016020"
Q9CPV4,GLOD4_MOUSE,Glyoxalase domain-containing protein 4,Mus musculus (Mouse),,Cortex,,"GO:0005622, GO:0043226"
Q9D7G0,PRPS1_MOUSE,Ribose-phosphate pyrophosphokinase 1,Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488",GO:1902494
Q8C1B7,SEP11_MOUSE,Septin-11,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0032432, GO:0098794, GO:0042995, GO:0005622, GO:0043226, GO:0042641, GO:0030054"
Q8BFR5,EFTU_MOUSE,"Elongation factor Tu, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0008152",Cortex,"GO:0003824, GO:0045182, GO:0005488","GO:0005622, GO:0043226, GO:0009295, GO:0030054, GO:0016020"
Q61360,DYN1_MOUSE,Dynamin-1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0099080, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0098796, GO:0030054, GO:0016020"
Q8K1M6,DNM1L_MOUSE,Dynamin-1-like protein,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0099080, GO:0005622, GO:0043226, GO:0098862, GO:0016020"
Q03265,ATPA_MOUSE,"ATP synthase subunit alpha, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0008152, GO:0065007",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:0140513, GO:0140534, GO:0016020"
P50518,VATE1_MOUSE,V-type proton ATPase subunit E 1,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0043226, GO:0098796, GO:0016020"
O88569,ROA2_MOUSE,Heterogeneous nuclear ribonucleoproteins A2/B1,Mus musculus (Mouse),"GO:0008152, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0044297, GO:0099080, GO:0042995, GO:0043226, GO:0005622, GO:0016604, GO:1990904, GO:0140513, GO:1902494, GO:0098687, GO:0030054, GO:0005829"
Q99LC5,ETFA_MOUSE,"Electron transfer flavoprotein subunit alpha, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:1902494, GO:0098798, GO:0043226"
Q9CR16,PPID_MOUSE,Peptidyl-prolyl cis-trans isomerase D {ECO:0000250|UniProtKB:Q08752},Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P42669,PURA_MOUSE,Transcriptional activator protein Pur-alpha,Mus musculus (Mouse),"GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0032502",Cortex,"GO:0045182, GO:0140110, GO:0005488","GO:0005737, GO:0044297, GO:0042995, GO:0043226, GO:0005622, GO:0030054"
Q64332,SYN2_MOUSE,Synapsin-2,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0043226, GO:0019898, GO:0098796, GO:0030054, GO:0016020"
Q9CZC8,SCRN1_MOUSE,Secernin-1,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,GO:0003824,"GO:0005622, GO:0043226, GO:0016020"
P11499,HS90B_MOUSE,Heat shock protein HSP 90-beta,Mus musculus (Mouse),"GO:0022610, GO:0022414, GO:0009987, GO:0065007, GO:0050896, GO:0040007, GO:0008152, GO:0044419, GO:0032502",Cortex,"GO:0098772, GO:0005488","GO:0005737, GO:0101031, GO:0044297, GO:0043235, GO:0030427, GO:0005622, GO:0043226, GO:0140513, GO:0044292, GO:0140535, GO:0016020"
Q811D0,DLG1_MOUSE,Disks large homolog 1,Mus musculus (Mouse),"GO:0022610, GO:0002376, GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0023052, GO:0032502",Cortex,"GO:0098772, GO:0005488, GO:0005198","GO:0030312, GO:0099080, GO:0042995, GO:0043226, GO:0005622, GO:0098552, GO:0098796, GO:0030054, GO:0016020"
P46660,AINX_MOUSE,Alpha-internexin,Mus musculus (Mouse),"GO:0050896, GO:0032502, GO:0009987",Cortex,"GO:0005488, GO:0005198","GO:0005622, GO:0030054, GO:0099080, GO:0043226"
P45591,COF2_MOUSE,Cofilin-2,Mus musculus (Mouse),"GO:0040011, GO:0032502, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0005622, GO:0043226"
P62141,PP1B_MOUSE,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,Mus musculus (Mouse),"GO:0048511, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226, GO:1902494, GO:0098687, GO:0016020"
Q9CY33,TBB5_CRIGR,Tubulin beta-5 chain,"Mus musculus (Mouse), Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus), Rattus norvegicus (Rat), Homo sapiens (Human), Macaca mulatta (Rhesus macaque)","GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0044419",Cortex,"GO:0003824, GO:0005488, GO:0005198","GO:0099080, GO:0031974, GO:0005622, GO:0043226, GO:0016020"
P60710,ACTB_MOUSE,"Actin, cytoplasmic 1",Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0040011, GO:0050896, GO:0032502",Cortex,"GO:0005488, GO:0005198","GO:0032432, GO:0099080, GO:0042995, GO:0005622, GO:0043226, GO:0042641, GO:0140513, GO:1902494, GO:0030054, GO:0140535, GO:0016020"
Q60631,GRB2_MOUSE,Growth factor receptor-bound protein 2,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0060090, GO:0005488","GO:0005622, GO:0043226, GO:0098796, GO:0140513, GO:0030054, GO:0016020"
P80316,TCPE_MOUSE,T-complex protein 1 subunit epsilon,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0044419",Cortex,GO:0005488,"GO:0101031, GO:0099080, GO:0005815"
P35700,FT,Peroxiredoxin-1,Mus musculus (Mouse),"GO:0002376, GO:0009987, GO:0065007, GO:0050896, GO:0044419, GO:0008152, GO:0098754",Cortex,"GO:0003824, GO:0005488, GO:0016209","GO:0005622, GO:0000785, GO:0031974, GO:0043226"
P68368,TBA4A_MOUSE,Tubulin alpha-4A chain,Mus musculus (Mouse),GO:0009987,Cortex,"GO:0003824, GO:0005488, GO:0005198","GO:0005622, GO:0099080, GO:0043226"
O35459,ECH1_MOUSE,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0005622, GO:0043226"
Q8QZS1,HIBCH_MOUSE,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0005622, GO:0043226"
Q9Z2I9,SUCB1_MOUSE,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03220}",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0045239, GO:0005622, GO:1902494, GO:0043226"
Q7TMM9,TBB2A_MOUSE,Tubulin beta-2A chain,Mus musculus (Mouse),"GO:0040011, GO:0009987",Cortex,"GO:0003824, GO:0005488, GO:0005198",GO:0099080
P26443,DHE3_MOUSE,"Glutamate dehydrogenase 1, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0016020, GO:0031974, GO:0043226"
Q00612,G6PD1_MOUSE,Glucose-6-phosphate 1-dehydrogenase X,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0098552, GO:0043226"
Q8BH56,DBNL_MOUSE,Drebrin-like protein,Mus musculus (Mouse),"GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032502",Cortex,GO:0005488,"GO:0005737, GO:0042995, GO:0043226, GO:0005622, GO:0016020"
Q8R4N0,CLYBL_MOUSE,"Citramalyl-CoA lyase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q62188,DPYL3_MOUSE,Dihydropyrimidinase-related protein 3,Mus musculus (Mouse),"GO:0050896, GO:0032502, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0030054, GO:0030427"
Q9R0P3,ESTD_MOUSE,S-formylglutathione hydrolase,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0098754",Cortex,"GO:0003824, GO:0005488",GO:0043226
Q9ERD7,TBB3_MOUSE,Tubulin beta-3 chain,Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0065007",Cortex,"GO:0003824, GO:0005488, GO:0005198","GO:0044297, GO:0099080, GO:0030427, GO:0042995, GO:0005622, GO:0043226"
P17751,TPIS_MOUSE,Triosephosphate isomerase,Mus musculus (Mouse),"GO:0009987, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0003824, GO:0005488",
O88935,SYN1_MOUSE,Synapsin-1,Mus musculus (Mouse),"GO:0032502, GO:0051179, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0099086, GO:0042995, GO:0005622, GO:0043226, GO:0031224, GO:0019898, GO:0030054, GO:0016020"
Q9CQJ8,NDUB9_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,,"GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494, GO:0016020"
P63028,TCTP_MOUSE,Translationally-controlled tumor protein,Mus musculus (Mouse),"GO:0032501, GO:0022414, GO:0032502, GO:0065007",Cortex,GO:0005488,"GO:0043226, GO:0005622, GO:0099080"
Q9CVB6,ARPC2_MOUSE,Actin-related protein 2/3 complex subunit 2,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007",Cortex,"GO:0005488, GO:0005198","GO:0098793, GO:0030427, GO:0098794, GO:0042995, GO:0005622, GO:0043226, GO:0044306, GO:0031256, GO:0090734, GO:0030054, GO:0016020"
O88342,WDR1_MOUSE,WD repeat-containing protein 1,Mus musculus (Mouse),"GO:0002376, GO:0009987, GO:0065007, GO:0040011, GO:0032501, GO:0032502",Cortex,GO:0005488,"GO:0099080, GO:0005622, GO:0043226, GO:0030054, GO:0016020"
P08249,MDHM_MOUSE,"Malate dehydrogenase, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0016020, GO:0031974, GO:0043226"
P50516,VATA_MOUSE,V-type proton ATPase catalytic subunit A,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0043226, GO:0098796, GO:0016020"
Q9D172,GAL3A_MOUSE,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial {ECO:0000305}",Mus musculus (Mouse),,Cortex,,"GO:0005622, GO:0043226"
Q9BR45,FT,Synaptosomal-associated protein 25,"Gallus gallus (Chicken), Mus musculus (Mouse), Rattus norvegicus (Rat), Homo sapiens (Human), Macaca mulatta (Rhesus macaque)","GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0032501, GO:0008152, GO:0023052, GO:0032502",Cortex,"GO:0005215, GO:0060090, GO:0005488","GO:0044297, GO:0098793, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0031224, GO:0031984, GO:0098796, GO:1990351, GO:0019898, GO:0031082, GO:0030054, GO:0016020"
Q9CZS1,AL1B1_MOUSE,"Aldehyde dehydrogenase X, mitochondrial",Mus musculus (Mouse),GO:0008152,Cortex,GO:0003824,"GO:0005622, GO:0031974, GO:0043226"
Q9CZ30,OLA1_MOUSE,Obg-like ATPase 1 {ECO:0000255|HAMAP-Rule:MF_03167},Mus musculus (Mouse),GO:0008152,Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0005815, GO:0043226"
P20108,FT,"Thioredoxin-dependent peroxide reductase, mitochondrial",Mus musculus (Mouse),"GO:0022414, GO:0009987, GO:0065007, GO:0050896, GO:0008152, GO:0032502",Cortex,"GO:0016209, GO:0003824, GO:0098772, GO:0005488","GO:0043226, GO:0005622"
P04370,MBP_MOUSE,Myelin basic protein,Mus musculus (Mouse),"GO:0050896, GO:0032501, GO:0009987, GO:0065007",Cortex,"GO:0005488, GO:0005198","GO:0005622, GO:0044297, GO:0016020, GO:0043226"
P46460,NSF_MOUSE,Vesicle-fusing ATPase,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0031984, GO:0043226, GO:0016020"
Q3TC72,FAHD2_MOUSE,Fumarylacetoacetate hydrolase domain-containing protein 2A,Mus musculus (Mouse),,Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P52503,NDUS6_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0032501, GO:0032502, GO:0040007, GO:0008152",Cortex,,"GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494"
Q9CR95,NECP1_MOUSE,Adaptin ear-binding coat-associated protein 1,Mus musculus (Mouse),"GO:0051179, GO:0009987",Cortex,,"GO:0098796, GO:0016020"
P13707,GPDA_MOUSE,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:1902494, GO:0043226"
O55042,SYUA_MOUSE,Alpha-synuclein,Mus musculus (Mouse),"GO:0002376, GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0032502, GO:0023052, GO:0008152",Cortex,"GO:0003824, GO:0098772, GO:0005488","GO:0005737, GO:0044297, GO:0099080, GO:0098793, GO:0031974, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0044306, GO:0030054, GO:0016020"
P08551,NFL_MOUSE,Neurofilament light polypeptide,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502",Cortex,"GO:0060090, GO:0005488, GO:0005198","GO:0005737, GO:0099080, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0030054"
P05063,ALDOC_MOUSE,Fructose-bisphosphate aldolase C,Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:0005622, GO:0005829, GO:0043226"
Q9Z2Q6,SEPT5_MOUSE,Septin-5,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0032501, GO:0051703",Cortex,"GO:0003824, GO:0005488","GO:0005737, GO:0032432, GO:0098793, GO:0005622, GO:0043226, GO:0042641, GO:0044306, GO:0030054, GO:0016020"
O08553,DPYL2_MOUSE,Dihydropyrimidinase-related protein 2,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0044297, GO:0098793, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0016020"
P63037,FT,DnaJ homolog subfamily A member 1,Mus musculus (Mouse),"GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0040011, GO:0032502",Cortex,"GO:0098772, GO:0005488","GO:0005622, GO:0043226"
P62334,PRS10_MOUSE,26S proteasome regulatory subunit 10B,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0140535, GO:0005622, GO:1902494, GO:0043226"
P35486,ODPA_MOUSE,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,GO:0003824,"GO:0005622, GO:1902494, GO:0098798, GO:0043226"
Q3UGM0,HSP7C_MOUSE,Heat shock cognate 71 kDa protein,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0044419, GO:0008152",Cortex,"GO:0003824, GO:0060090, GO:0005488","GO:0044297, GO:0098793, GO:0099080, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:1990904, GO:0140513, GO:0030054, GO:0005829, GO:0016020"
Q61553,FSCN1_MOUSE,Fascin,Mus musculus (Mouse),"GO:0040011, GO:0009987, GO:0065007",Cortex,"GO:0060090, GO:0005488","GO:0005737, GO:0032432, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0042641, GO:0030054, GO:0016020"
P06151,LDHA_MOUSE,L-lactate dehydrogenase A chain,Mus musculus (Mouse),"GO:0009987, GO:0050896, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P23927,CRYAB_MOUSE,Alpha-crystallin B chain,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0032502",Cortex,"GO:0005488, GO:0005198","GO:0099080, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0030054, GO:0016020"
P70362,UFD1_MOUSE,Ubiquitin recognition factor in ER-associated degradation protein 1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0008152",Cortex,GO:0005488,"GO:0140534, GO:0005622, GO:0098796, GO:0043226"
Q9DBJ1,PGAM1_MOUSE,Phosphoglycerate mutase 1,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
P53810,PIPNA_MOUSE,Phosphatidylinositol transfer protein alpha isoform,Mus musculus (Mouse),"GO:0032502, GO:0051179, GO:0009987",Cortex,"GO:0005215, GO:0005488",GO:0031224
P08228,FT,Superoxide dismutase [Cu-Zn],Mus musculus (Mouse),"GO:0002376, GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0032501, GO:0023052, GO:0008152, GO:0098754",Cortex,"GO:0016209, GO:0003824, GO:0005488","GO:0005737, GO:0044297, GO:0031974, GO:0042995, GO:0005622, GO:0043226, GO:0016020"
O35737,HNRH1_MOUSE,Heterogeneous nuclear ribonucleoprotein H,Mus musculus (Mouse),"GO:0050896, GO:0008152, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0005622, GO:0043226, GO:1990904, GO:0140513, GO:1902494"
Q9R111,GUAD_MOUSE,Guanine deaminase,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Cortex,"GO:0003824, GO:0005488",
Q9D0K2,SCOT1_MOUSE,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0050896, GO:0032502, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0031974, GO:0043226"
Q9CZ13,QCR1_MOUSE,"Cytochrome b-c1 complex subunit 1, mitochondrial",Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152",Cortex,GO:0005488,"GO:0070069, GO:0005622, GO:0043226, GO:0098798, GO:0098796, GO:1902494, GO:0016020"
Q9DBP5,KCY_MOUSE,UMP-CMP kinase {ECO:0000255|HAMAP-Rule:MF_03172},Mus musculus (Mouse),"GO:0009987, GO:0008152",Cortex,"GO:0003824, GO:0005488","GO:0005622, GO:0043226"
Q9R1Q8,TAGL3_MOUSE,Transgelin-3,Mus musculus (Mouse),GO:0065007,Cortex,,"GO:0005622, GO:0043226"
O35098,DPYL4_MOUSE,Dihydropyrimidinase-related protein 4,Mus musculus (Mouse),GO:0009987,Cortex,"GO:0003824, GO:0005488",
P16546,SPTN1_MOUSE,"Spectrin alpha chain, non-erythrocytic 1",Mus musculus (Mouse),"GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0005622, GO:0016020, GO:0030054, GO:0043226"
Q6PIC6,AT1A3_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-3,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0032502",Cortex,"GO:0005215, GO:0005488","GO:0044297, GO:0098793, GO:0042995, GO:0005622, GO:0043226, GO:0031224, GO:0098796, GO:0044306, GO:1990351, GO:0030054, GO:0016020"
Q62261,SPTB2_MOUSE,"Spectrin beta chain, non-erythrocytic 1",Mus musculus (Mouse),"GO:0008152, GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0005488, GO:0005198","GO:0043226, GO:0005622, GO:0031256, GO:0030054, GO:0016020"
P20357,MTAP2_MOUSE,Microtubule-associated protein 2,Mus musculus (Mouse),"GO:0050896, GO:0032502, GO:0009987, GO:0065007",Cortex,GO:0005488,"GO:0005737, GO:0044297, GO:0099080, GO:0030427, GO:0042995, GO:0043226, GO:0005622, GO:0031256, GO:0044292, GO:0016020"
Q68FD5,CLH1_MOUSE,Clathrin heavy chain 1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0032501, GO:0008152",Cortex,GO:0005488,"GO:0099080, GO:0043226, GO:0005622, GO:0019898, GO:0098796, GO:0140513, GO:0016020"
Q91XV3,FT,Brain acid soluble protein 1,Mus musculus (Mouse),"GO:0032502, GO:0009987, GO:0065007",Cortex,"GO:0098772, GO:0140110, GO:0005488","GO:0030427, GO:0005622, GO:0043226, GO:0016604, GO:0140513, GO:0016020"
Q6PIE5,AT1A2_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-2,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0044297, GO:0098794, GO:0042995, GO:0043226, GO:0098796, GO:1990351, GO:0030054, GO:0016020"
Q8VDN2,AT1A1_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-1,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0042995, GO:0043226, GO:0005622, GO:0031224, GO:0098796, GO:1990351, GO:0030054, GO:0016020"
P14873,MAP1B_MOUSE,Microtubule-associated protein 1B,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0040007, GO:0032502",Cortex,GO:0005488,"GO:0044297, GO:0099080, GO:0030427, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0030054, GO:0016020"
Q9JHU4,DYHC1_MOUSE,Cytoplasmic dynein 1 heavy chain 1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0003824, GO:0005488","GO:0005737, GO:0044297, GO:0099080, GO:0031975, GO:0042995, GO:0005875, GO:1902494, GO:0005815"
Q9QYR6,MAP1A_MOUSE,Microtubule-associated protein 1A,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0032501, GO:0032502",Cortex,"GO:0060090, GO:0005488","GO:0005737, GO:0044297, GO:0099080, GO:0042995, GO:0043226, GO:0030054"
Q8C8R3,ANK2_MOUSE,Ankyrin-2 {ECO:0000250|UniProtKB:Q01484},Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0032501, GO:0023052",Cortex,"GO:0060090, GO:0098772, GO:0005488","GO:0043226, GO:0005622, GO:0031224, GO:0030054, GO:0016020"
P28663,SNAB_MOUSE,Beta-soluble NSF attachment protein,Mus musculus (Mouse),"GO:0051179, GO:0023052, GO:0009987, GO:0065007",Cortex,"GO:0060090, GO:0005488","GO:0098796, GO:0016020"
P07901,HS90A_MOUSE,Heat shock protein HSP 90-alpha,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0040011, GO:0032501, GO:0032502, GO:0040007, GO:0008152",Cortex,"GO:0003824, GO:0098772, GO:0005488","GO:0044297, GO:0030312, GO:0030427, GO:0042995, GO:0005622, GO:0043226, GO:0044292, GO:0016020"
Q9WV92,E41L3_MOUSE,Band 4.1-like protein 3,Mus musculus (Mouse),"GO:0032502, GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0060090, GO:0005488, GO:0005198","GO:0043226, GO:0005622, GO:0030054, GO:0016020"
P63040,CPLX1_MOUSE,Complexin-1,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007",Cortex,"GO:0005215, GO:0005488","GO:0044297, GO:0098793, GO:0042995, GO:0098796, GO:0044306, GO:0030054"
Q9R0K7,AT2B2_MOUSE,Plasma membrane calcium-transporting ATPase 2,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0110148, GO:0032501, GO:0008152, GO:0032502",Cortex,"GO:0005215, GO:0003824, GO:0005488","GO:0044297, GO:0044298, GO:0042995, GO:0005622, GO:0043226, GO:0031224, GO:0030054, GO:0016020"
P18872,FT,Guanine nucleotide-binding protein G(o) subunit alpha,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0007610, GO:0050896, GO:0032502",Cortex,"GO:0003824, GO:0005488","GO:0042995, GO:1902494, GO:0098796, GO:0016020"
