Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component
Q0P678,ZCH18_MOUSE,Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8CI03,FWCH1_MOUSE,FLYWCH-type zinc finger-containing protein 1,Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q9JL35,HMGN5_MOUSE,High mobility group nucleosome-binding domain-containing protein 5 (Nucleosome-binding protein 1) (Nucleosome-binding protein 45) (NBP-45) (Protein GARP45),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P70318,TIAR_MOUSE,Nucleolysin TIAR (TIA-1-related protein),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P80317,TCPZ_MOUSE,T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta-1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q62241,RU1C_MOUSE,U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D6Z0,ALKB7_MOUSE,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 7)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D0R8,LSM12_MOUSE,Protein LSM12 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q505D9,TRI67_MOUSE,Tripartite motif-containing protein 67,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8R2Y9,SOSB1_MOUSE,SOSS complex subunit B1 (Nucleic acid-binding protein 2) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2B) (Sensor of single-strand DNA complex subunit B1) (Sensor of ssDNA subunit B1) (SOSS-B1) (Single-stranded DNA-binding protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q00422,GABPA_MOUSE,GA-binding protein alpha chain (GABP subunit alpha),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CWG9,BL1S2_MOUSE,Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P20357,MTAP2_MOUSE,Microtubule-associated protein 2 (MAP-2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O54824,IL16_MOUSE,Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)],Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BGY2,IF5A2_MOUSE,Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (eIF-5A2) (Eukaryotic initiation factor 5A isoform 2),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q6P1I6,PSD2_MOUSE,PH and SEC7 domain-containing protein 2 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 C) (Exchange factor for ARF6 C) (Pleckstrin homology and SEC7 domain-containing protein 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99LL5,PWP1_MOUSE,Periodic tryptophan protein 1 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BHS3,RBM22_MOUSE,Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91XD7,CREL1_MOUSE,Protein disulfide isomerase Creld1 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
A2TJV2,PALM3_MOUSE,Paralemmin-3,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K2Q5,CHCH7_MOUSE,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K124,PKHO2_MOUSE,Pleckstrin homology domain-containing family O member 2 (PH domain-containing family O member 2) (Pleckstrin homology domain-containing family Q member 1) (PH domain-containing family Q member 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9Z2H7,GIPC2_MOUSE,PDZ domain-containing protein GIPC2 (SemaF cytoplasmic domain-associated protein 2) (SEMCAP-2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8VEE0,RPE_MOUSE,Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Ribulose-5-phosphate-epimerase),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BGC0,HTSF1_MOUSE,HIV Tat-specific factor 1 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
P46656,ADX_MOUSE,"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9DCH6,ZFAN6_MOUSE,AN1-type zinc finger protein 6 (Associated with PRK1 protein) (Zinc finger A20 domain-containing protein 3),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
P62876,RPAB5_MOUSE,"DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RPB10 homolog)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
O55128,SAP18_MOUSE,Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p18),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CQH7,BT3L4_MOUSE,Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P60898,RPB9_MOUSE,DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (DNA-directed RNA polymerase II subunit I) (RNA polymerase II 14.5 kDa subunit) (RPB14.5),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9ESU6,BRD4_MOUSE,Bromodomain-containing protein 4 (Mitotic chromosome-associated protein) (MCAP),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q60722,ITF2_MOUSE,Transcription factor 4 (TCF-4) (Class A helix-loop-helix transcription factor ME2) (Immunoglobulin transcription factor 2) (ITF-2) (MITF-2) (SL3-3 enhancer factor 2) (SEF-2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q924A0,TF7L2_MOUSE,Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (mTCF-4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99M07,COA5_MOUSE,Cytochrome c oxidase assembly factor 5,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8R3B7,BRD8_MOUSE,Bromodomain-containing protein 8,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q61474,MSI1H_MOUSE,RNA-binding protein Musashi homolog 1 (Musashi-1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9QWH1,PHC2_MOUSE,Polyhomeotic-like protein 2 (mPH2) (Early development regulatory protein 2) (p36),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P28828,PTPRM_MOUSE,Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O35143,ATIF1_MOUSE,"ATPase inhibitor, mitochondrial (ATP synthase F1 subunit epsilon) (Inhibitor of F(1)F(o)-ATPase) (IF(1)) (IF1)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q6PHS9,CA2D2_MOUSE,Voltage-dependent calcium channel subunit alpha-2/delta-2 (Protein ducky) (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2 Voltage-dependent calcium channel subunit delta-2],Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BGZ2,F168A_MOUSE,Protein FAM168A,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D198,SYF2_MOUSE,Pre-mRNA-splicing factor SYF2 (CCNDBP1-interactor) (mp29) (p29),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q80YX1,TENA_MOUSE,Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q7TSG2,CTDP1_MOUSE,RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91WT9,CBS_MOUSE,Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D291,DESI2_MOUSE,Deubiquitinase DESI2 (EC 3.4.19.12) (Desumoylating isopeptidase 2) (DeSI-2) (PPPDE peptidase domain-containing protein 1) (Protein FAM152A),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9Z204,HNRPC_MOUSE,Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q8R3Y8,I2BP1_MOUSE,Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CR50,ZN363_MOUSE,RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9QYM5,RND2_MOUSE,Rho-related GTP-binding protein RhoN (Rho family GTPase 2) (Rho-related GTP-binding protein Rho7) (Rnd2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q60596,XRCC1_MOUSE,DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BQ47,CNPY4_MOUSE,Protein canopy homolog 4 (Protein associated with Tlr4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9DCT6,BAP18_MOUSE,Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q3UYI5,RGL3_MOUSE,Ral guanine nucleotide dissociation stimulator-like 3 (RalGDS-like 3) (RalGDS-related effector protein of M-Ras) (Ras pathway modulator) (RPM),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BGD8,COA6_MOUSE,Cytochrome c oxidase assembly factor 6 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
O88878,ZFAN5_MOUSE,AN1-type zinc finger protein 5 (Zinc finger A20 domain-containing protein 2) (Zinc finger protein 216),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P17918,PCNA_MOUSE,Proliferating cell nuclear antigen (PCNA) (Cyclin),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CXE2,BCL7A_MOUSE,B-cell CLL/lymphoma 7 protein family member A,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99J78,DEFI8_MOUSE,Differentially expressed in FDCP 8 (DEF-8),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D0B0,SRSF9_MOUSE,"Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
P97785,GFRA1_MOUSE,GDNF family receptor alpha-1 (GDNF receptor alpha-1) (GDNFR-alpha-1) (GFR-alpha-1) (TGF-beta-related neurotrophic factor receptor 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O89103,C1QR1_MOUSE,Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR(p)) (C1qRp) (Cell surface antigen AA4) (Complement component 1 q subcomponent receptor 1) (Lymphocyte antigen 68) (Ly-68) (CD antigen CD93),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q920D3,MED28_MOUSE,Mediator of RNA polymerase II transcription subunit 28 (Mediator complex subunit 28),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8R2H9,PHOP1_MOUSE,Phosphoethanolamine/phosphocholine phosphatase (EC 3.1.3.75),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q810U3,NFASC_MOUSE,Neurofascin,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9JIY2,HAKAI_MOUSE,E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (E-cadherin binding protein E7) (RING-type E3 ubiquitin transferase Hakai),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8R3U1,PLAT3_MOUSE,Phospholipase A and acyltransferase 3 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Adipose-specific phospholipase A2) (AdPLA) (Group XVI phospholipase A2) (H-rev 107 protein homolog) (HRAS-like suppressor 3) (HRSL3),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q8C156,CND2_MOUSE,Condensin complex subunit 2 (Barren homolog protein 1) (Chromosome-associated protein H) (mCAP-H) (Non-SMC condensin I complex subunit H) (XCAP-H homolog),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P15388,KCNC1_MOUSE,Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99J62,RFC4_MOUSE,Replication factor C subunit 4 (Activator 1 subunit 4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P45878,FKBP2_MOUSE,Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BWW4,LARP4_MOUSE,La-related protein 4 (La ribonucleoprotein domain family member 4),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q80XP9,WNK3_MOUSE,Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8R409,HEXI1_MOUSE,Protein HEXIM1 (Cardiac lineage protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BXA7,PHLP2_MOUSE,PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CWZ3,RBM8A_MOUSE,RNA-binding protein 8A (RNA-binding motif protein 8A) (Ribonucleoprotein RBM8A),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9D1R2,KTI12_MOUSE,Protein KTI12 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
O35381,AN32A_MOUSE,Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (LANP) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q80ZX8,SPAG1_MOUSE,Sperm-associated antigen 1 (Infertility-related sperm protein Spag-1) (TPR-containing protein involved in spermatogenesis) (TPIS),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9DAA6,EXOS1_MOUSE,Exosome complex component CSL4 (Exosome component 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CYA6,ZCHC8_MOUSE,Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8),Mus musculus (Mouse),['Cerebellum'],[],[],[]
O88491,NSD1_MOUSE,"Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.357) (H3-K36-HMTase) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
O88413,TULP3_MOUSE,Tubby-related protein 3 (Tubby-like protein 3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8C4B4,U119B_MOUSE,Protein unc-119 homolog B,Mus musculus (Mouse),['Cerebellum'],[],[],[]
A3KFX0,5NT1A_MOUSE,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (Cytosolic 5'-nucleotidase IA) (cN-IA),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P62855,RS26_MOUSE,40S ribosomal protein S26,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q5PSV9,MDC1_MOUSE,Mediator of DNA damage checkpoint protein 1,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BTW3,EXOS6_MOUSE,Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog),Mus musculus (Mouse),"['Thalamus', 'Cerebellum']",[],[],[]
Q9JLV6,PNKP_MOUSE,Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase) Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)],Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99KG3,RBM10_MOUSE,RNA-binding protein 10 (RNA-binding motif protein 10),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q71FD5,ZNRF2_MOUSE,E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q924H2,MED15_MOUSE,Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (mPcqap),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P56375,ACYP2_MOUSE,"Acylphosphatase-2 (EC 3.6.1.7) (Acylphosphatase, muscle type isozyme) (Acylphosphate phosphohydrolase 2)",Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q9D0B5,TSTD3_MOUSE,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3 (Rhodanese domain-containing protein 3),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P58929,GMEB2_MOUSE,Glucocorticoid modulatory element-binding protein 2 (GMEB-2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99KN2,CIAO1_MOUSE,Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8CEG5,CC28B_MOUSE,Coiled-coil domain-containing protein 28B,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CZP0,UFSP1_MOUSE,Ufm1-specific protease 1 (UfSP1) (EC 3.4.22.-),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91VN1,ZNF24_MOUSE,Zinc finger protein 24 (Hypomyelinated CNS protein) (Zinc finger protein 191) (Zinc finger protein ZF-12),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91VL8,TE2IP_MOUSE,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Repressor/activator protein 1 homolog) (RAP1 homolog),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9CPZ8,COXM1_MOUSE,COX assembly mitochondrial protein homolog (Cmc1p),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8K4P0,WDR33_MOUSE,pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91VW5,GOGA4_MOUSE,Golgin subfamily A member 4 (tGolgin-1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8CEI1,BOLA3_MOUSE,BolA-like protein 3,Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
P63158,HMGB1_MOUSE,High mobility group protein B1 (High mobility group protein 1) (HMG-1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8BGN2,CD033_MOUSE,UPF0462 protein C4orf33 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
P25976,UBF1_MOUSE,Nucleolar transcription factor 1 (Upstream-binding factor 1) (UBF-1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q80ZM7,T2AG_MOUSE,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99LH9,3BP5L_MOUSE,SH3 domain-binding protein 5-like (SH3BP-5-like),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q7TNC9,I5P1_MOUSE,"Inositol polyphosphate-5-phosphatase A (EC 3.1.3.56) (Type I inositol 1,4,5-trisphosphate 5-phosphatase) (5PTase)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
P15947,KLK1_MOUSE,Kallikrein-1 (EC 3.4.21.35) (Glandular kallikrein K1) (KAL-B) (Renal kallikrein) (Tissue kallikrein-6) (mGK-6),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q62092,NSG1_MOUSE,Neuronal vesicle trafficking-associated protein 1 (M234) (Neuron-enriched endosomal protein of 21 kDa) (Neuron-specific protein family member 1) (p21),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q3U319,BRE1B_MOUSE,E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q9JII5,DAZP1_MOUSE,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P52912,TIA1_MOUSE,Nucleolysin TIA-1 (RNA-binding protein TIA-1) (T-cell-restricted intracellular antigen-1) (TIA-1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q5IRJ6,ZNT9_MOUSE,Zinc transporter 9 (ZnT-9) (GRIP1-associated coactivator 63) (GAC63) (Solute carrier family 30 member 9),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q8VE11,MTMR6_MOUSE,"Myotubularin-related protein 6 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q99104,MYO5A_MOUSE,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle)",Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q5SQX6,CYFP2_MOUSE,Cytoplasmic FMR1-interacting protein 2 (p53-inducible protein 121),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q91W86,VPS11_MOUSE,Vacuolar protein sorting-associated protein 11 homolog,Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q3U4H6,HEXD_MOUSE,Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase),Mus musculus (Mouse),"['Thalamus', 'Cerebellum']",[],[],[]
Q61735,CD47_MOUSE,Leukocyte surface antigen CD47 (Integrin-associated protein) (IAP) (CD antigen CD47),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q9D281,NXP20_MOUSE,Protein Noxp20 (Nervous system overexpressed protein 20) (Protein FAM114A1),Mus musculus (Mouse),['Cerebellum'],[],[],[]
P57746,VATD_MOUSE,V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D),Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q91YR5,EFNMT_MOUSE,eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-) eEF1A N-terminal methyltransferase (EC 2.1.1.-)],Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q80UM7,MOGS_MOUSE,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase 1) (Glycoprotein-processing glucosidase I),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q499X9,SYMM_MOUSE,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",Mus musculus (Mouse),['Cerebellum'],[],[],[]
Q2WF71,LRFN1_MOUSE,Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2) (Synaptic differentiation-enhancing molecule 1),Mus musculus (Mouse),"['Cerebellum', 'Medulla']",[],[],[]
Q60838,DVL2_MOUSE,Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2),Mus musculus (Mouse),['Cerebellum'],[],[],[]
