Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name
Q9DAJ0,Q9DAJ0_MOUSE,Mus musculus (Mouse),,prefoldin complex IEA,GO:0016272,unfolded protein binding IEA,GO:0051082,protein folding IEA,GO:0006457,
Q9DBH2,Q9DBH2_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022989}, Transport {ECO:0000256|ARBA:ARBA00022448}, Transmembrane {ECO:0000256|ARBA:ARBA00022989}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}","integral component of membrane IEA, mitochondrial inner membrane IEA","GO:0016021, GO:0005743",NADH dehydrogenase (ubiquinone) activity IEA,GO:0008137,,,Complex I-B15 {ECO:0000256|ARBA:ARBA00015295}
Q9DBV8,Q9DBV8_MOUSE,Mus musculus (Mouse),"Serine/threonine-protein kinase {ECO:0000256|ARBA:ARBA00022527}, Kinase {ECO:0000256|ARBA:ARBA00022527}, Transferase {ECO:0000256|ARBA:ARBA00022527}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",,,"protein serine/threonine kinase activity IEA, ATP binding IEA","GO:0004674, GO:0005524",regulation of interleukin-12 production IEA,GO:0032655,
Q9DBX3,FT,Mus musculus (Mouse)," Reference proteome, Transmembrane,  Transmembrane helix,  Tumor suppressor,  Signal, Glycoprotein, 3D-structure,  Receptor,  Cell membrane,  Alternative splicing,  Sushi,  Disulfide bond,  Membrane","extracellular space IBA, integral component of membrane IEA, plasma membrane ISS","GO:0016021, GO:0005615, GO:0005886",,,"negative regulation of cell division ISO, negative regulation of cell cycle G1/S phase transition ISO","GO:0051782, GO:1902807",Sushi domain-containing protein 2
Q9EP78,CHST7_MOUSE,Mus musculus (Mouse),"Phosphoprotein,  Reference proteome,  Golgi apparatus, Transmembrane,  Transmembrane helix, Carbohydrate metabolism,  Glycoprotein,  Signal-anchor,  Membrane,  Transferase","integral component of membrane IEA, Golgi membrane IEA, trans-Golgi network IBA","GO:0000139, GO:0016021, GO:0005802","N-acetylglucosamine 6-O-sulfotransferase activity ISO, chondroitin 6-sulfotransferase activity ISO","GO:0001517, GO:0008459","sulfur compound metabolic process ISO, chondroitin sulfate biosynthetic process ISO, carbohydrate metabolic process IEA, N-acetylglucosamine metabolic process ISO","GO:0006044, GO:0005975, GO:0030206, GO:0006790",Carbohydrate sulfotransferase 7
Q9EP83,Q9EP83_MOUSE,Mus musculus (Mouse),"Spliceosome {ECO:0000256|PIRNR:PIRNR016394}, Nucleus {ECO:0000256|PIRNR:PIRNR016394}, mRNA splicing {ECO:0000256|PIRNR:PIRNR016394}, Ribonucleoprotein {ECO:0000256|PIRNR:PIRNR016394}, mRNA processing {ECO:0000256|PIRNR:PIRNR016394}, RNA-binding {ECO:0000256|PIRNR:PIRNR016394}","spliceosomal complex IEA, U4/U6 x U5 tri-snRNP complex IEA, U6 snRNP IEA","GO:0005688, GO:0046540, GO:0005681",RNA binding IEA,GO:0003723,"mRNA splicing, via spliceosome IEA",GO:0000398,U6 snRNA-associated Sm-like protein LSm2 {ECO:0000256|PIRNR:PIRNR016394}
Q9ERU0,Q9ERU0_MOUSE,Mus musculus (Mouse),"Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}",cytoplasm IEA,GO:0005737,protein phosphatase inhibitor activity IEA,GO:0004864,signal transduction IEA,GO:0007165,DARPP-32 {ECO:0000256|ARBA:ARBA00018362}
Q9ESL8,FGF16_MOUSE,Mus musculus (Mouse)," Reference proteome, Glycoprotein,  Growth factor,  Phosphoprotein,  Secreted","extracellular space IBA, cytoplasm IBA","GO:0005737, GO:0005615","fibroblast growth factor receptor binding ISO, growth factor activity IBA","GO:0008083, GO:0005104","positive regulation of protein phosphorylation IBA, positive regulation of cell population proliferation IBA, positive regulation of brown fat cell proliferation ISO, fibroblast growth factor receptor signaling pathway ISO, cell differentiation IBA, regulation of cell migration IBA, positive regulation of endothelial cell chemotaxis to fibroblast growth factor ISO, positive regulation of gene expression IBA, animal organ morphogenesis IBA","GO:0030154, GO:0010628, GO:0008284, GO:2000546, GO:0008543, GO:0001934, GO:0070349, GO:0009887, GO:0030334",Fibroblast growth factor 16
Q9ESM3,FT,Mus musculus (Mouse)," Reference proteome,  Repeat, Disulfide bond,  Hyaluronic acid,  Signal, Immunoglobulin domain,  Extracellular matrix,  Secreted",extracellular matrix IDA,GO:0031012,hyaluronic acid binding IEA,GO:0005540,"extracellular matrix assembly IMP, establishment of blood-nerve barrier IMP, skeletal system development IBA, cell adhesion IEA, central nervous system development IBA","GO:0007155, GO:0008065, GO:0085029, GO:0001501, GO:0007417",Hyaluronan and proteoglycan link protein 2
Q9EST1,GSDMA_MOUSE,Mus musculus (Mouse)," Reference proteome,  Transmembrane beta strand, Transmembrane, Cell membrane,  Cytoplasm,  Necrosis,  Membrane","plasma membrane IEA, perinuclear region of cytoplasm ISS, cytoplasm IDA, cytosol IEA","GO:0005737, GO:0048471, GO:0005886, GO:0005829","phosphatidylinositol-4,5-bisphosphate binding IBA, phosphatidylinositol-4-phosphate binding IBA, phosphatidylserine binding IBA","GO:0001786, GO:0005546, GO:0070273","apoptotic process ISS, defense response to bacterium IBA, pyroptosis IBA","GO:0042742, GO:0006915, GO:0070269",Gasdermin-A
Q9ESW6,Q9ESW6_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},myosin complex IEA,GO:0016459,motor activity IEA,GO:0003774,,,
Q9ESY3,Q9ESY3_MOUSE,Mus musculus (Mouse),Apoptosis {ECO:0000256|ARBA:ARBA00022703},,,,,"apoptotic process IEA, negative regulation of apoptotic process IEA","GO:0006915, GO:0043066",
Q9JIH4,Q9JIH4_MOUSE,Mus musculus (Mouse),"Transcription regulation {ECO:0000256|ARBA:ARBA00023015}, Transcription {ECO:0000256|ARBA:ARBA00023015}",nucleus IEA,GO:0005634,"RNA polymerase II cis-regulatory region sequence-specific DNA binding IEA, DNA-binding transcription factor activity IEA","GO:0003700, GO:0000978",transcription by RNA polymerase II IEA,GO:0006366,
Q9JJD8,Q9JJD8_MOUSE,Mus musculus (Mouse),"Chaperone {ECO:0000256|ARBA:ARBA00023186, ECO:0000256|RuleBase:RU004187}, ECO:0000256|RuleBase:RU004187}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU004187}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,",chaperonin-containing T-complex IEA,GO:0005832,"unfolded protein binding IEA, ATP binding IEA","GO:0051082, GO:0005524",protein folding IEA,GO:0006457,CCT-beta {ECO:0000256|ARBA:ARBA00017268}
Q9JL08,Q9JL08_MOUSE,Mus musculus (Mouse),"Calcium {ECO:0000256|PROSITE-ProRule:PRU00448,,  Repeat {ECO:0000256|ARBA:ARBA00022737}, ECO:0000256|RuleBase:RU361184}, Metal-binding {ECO:0000256|ARBA:ARBA00022723,",cytoplasm IEA,GO:0005737,calcium ion binding IEA,GO:0005509,regulation of heart contraction IEA,GO:0008016,Protein S100 {ECO:0000256|RuleBase:RU361184}
Q9JL76,Q9JL76_MOUSE,Mus musculus (Mouse),,extracellular space IBA,GO:0005615,,,"immune response IBA, immunoglobulin production IBA","GO:0006955, GO:0002377",
Q9JLB2,MPP5_MOUSE,Mus musculus (Mouse),"Golgi apparatus,  Repeat,  ATP-binding,  Phosphoprotein, Reference proteome,  Cell junction,  Tight junction, 3D-structure,  SH3 domain,  Cell projection,  Cell membrane,  Nucleotide-binding,  Membrane","Golgi apparatus IEA, plasma membrane IDA, protein-containing complex ISO, Schmidt-Lanterman incisure IDA, cytoplasm ISO, myelin sheath adaxonal region IDA, bicellular tight junction IEA, lateral loop IDA, perikaryon IEA, apical plasma membrane IEA, axon IEA, integral component of membrane ISS, adherens junction ISO","GO:0005737, GO:0005794, GO:0016021, GO:0005912, GO:0043219, GO:0043220, GO:0043204, GO:0005886, GO:0032991, GO:0005923, GO:0016324, GO:0030424, GO:0035749","protein domain specific binding ISO, guanylate kinase activity ISS, ATP binding IEA","GO:0004385, GO:0019904, GO:0005524","morphogenesis of an epithelial sheet ISO, myelin assembly ISO, peripheral nervous system myelin maintenance IMP, protein localization to plasma membrane ISO, establishment of epithelial cell polarity IEA, protein localization to myelin sheath abaxonal region IMP, plasma membrane organization IMP, bicellular tight junction assembly IEA","GO:0070830, GO:0090162, GO:0032287, GO:0035750, GO:0032288, GO:0002011, GO:0007009, GO:0072659",MAGUK p55 subfamily member 5
Q9JM98,WRP73_MOUSE,Mus musculus (Mouse),"Cilium biogenesis/degradation, Reference proteome,  Repeat,  WD repeat,  Cytoskeleton,  Cytoplasm,  Phosphoprotein","microtubule organizing center IBA, centrosome ISO, MWP complex IBA, ciliary basal body ISS, cytoplasm IEA, mitotic spindle IBA","GO:0005813, GO:0005737, GO:0005815, GO:0036064, GO:0072686, GO:1990811",,,"mitotic sister chromatid segregation IBA, cell projection organization IEA, positive regulation of non-motile cilium assembly ISS, protein localization to mitotic spindle pole body IBA, mitotic spindle assembly ISO","GO:0090307, GO:1902440, GO:0000070, GO:0030030, GO:1902857",WD repeat-containing protein WRAP73
Q9JME4,Q9JME4_MOUSE,Mus musculus (Mouse),"Signal-anchor {ECO:0000256|RuleBase:RU367061}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157}, ECO:0000256|RuleBase:RU367061}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU367061}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,, Cell membrane {ECO:0000256|RuleBase:RU367061}","plasma membrane IEA, integral component of membrane IEA","GO:0016021, GO:0005886",,,extrinsic apoptotic signaling pathway in absence of ligand IDA,GO:0097192,Integral membrane protein 2 {ECO:0000256|RuleBase:RU367061}
Q9JMF0,Q9JMF0_MOUSE,Mus musculus (Mouse),"Cell membrane {ECO:0000256|ARBA:ARBA00022475}, Transducer {ECO:0000256|ARBA:ARBA00023040}, G-protein coupled receptor {ECO:0000256|ARBA:ARBA00023040},  Receptor {ECO:0000256|ARBA:ARBA00023040}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}","plasma membrane IEA, integral component of membrane IEA","GO:0016021, GO:0005886",G protein-coupled receptor activity IEA,GO:0004930,,,
Q9QZH6,ECSIT_MOUSE,Mus musculus (Mouse)," Mitochondrion,  Immunity, Reference proteome,  Nucleus,  Transit peptide, Cytoplasm,  Innate immunity","transcription regulator complex IDA, cytosol ISO, nucleus ISS, mitochondrion IDA, nucleoplasm ISO, cytoplasm ISS","GO:0005737, GO:0005667, GO:0005739, GO:0005634, GO:0005654, GO:0005829","DNA-binding transcription factor activity IDA, chromatin binding IDA","GO:0003700, GO:0003682","BMP signaling pathway IDA, regulation of protein complex stability ISS, regulation of transcription by RNA polymerase II IDA, mesoderm formation IMP, transmembrane receptor protein serine/threonine kinase signaling pathway IDA, regulation of oxidoreductase activity ISS, innate immune response IEA","GO:0030509, GO:0051341, GO:0001707, GO:0006357, GO:0045087, GO:0061635, GO:0007178","Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"
Q9R001,FT,Mus musculus (Mouse)," Zymogen,  Zinc,  Metalloprotease, Reference proteome,  Repeat,  Metal-binding,  Signal, Glycoprotein,  Extracellular matrix,  Protease, Cleavage on pair of basic residues,  Hydrolase,  Disulfide bond,  Secreted","collagen-containing extracellular matrix IEA, extracellular space IDA, extracellular matrix IBA","GO:0031012, GO:0062023, GO:0005615","zinc ion binding IEA, extracellular matrix binding IDA, peptidase activity ISS, metalloendopeptidase activity IBA, metallopeptidase activity ISO, heparin binding IDA","GO:0004222, GO:0008237, GO:0008233, GO:0008201, GO:0008270, GO:0050840","tooth eruption IEA, negative regulation of cold-induced thermogenesis IMP, defense response to bacterium IGI, extracellular matrix organization IBA","GO:0042742, GO:0044691, GO:0120163, GO:0030198",A disintegrin and metalloproteinase with thrombospondin motifs 5
Q9R1R9,Q9R1R9_MOUSE,Mus musculus (Mouse),,,,,,oxidation-reduction process IEA,GO:0055114,
Q9WUB0,HOIL1_MOUSE,Mus musculus (Mouse)," Acetylation,  Zinc,  Repeat, Reference proteome, Ubl conjugation pathway,  Ubl conjugation,  Metal-binding, 3D-structure,  Coiled coil,  Phosphoprotein,  Transferase,  Zinc-finger","ubiquitin ligase complex IBA, LUBAC complex ISS","GO:0071797, GO:0000151","protein sequestering activity ISO, ubiquitin binding ISS, identical protein binding ISO, metal ion binding IEA, transcription coactivator activity ISO, protein kinase C binding ISO, ubiquitin-protein transferase activity ISO, double-stranded DNA binding ISO","GO:0043130, GO:0046872, GO:0005080, GO:0004842, GO:0003690, GO:0140311, GO:0042802, GO:0003713","positive regulation of apoptotic process IMP, positive regulation of extrinsic apoptotic signaling pathway IMP, negative regulation of necroptotic process IGI, positive regulation of transcription by RNA polymerase II ISO, protein polyubiquitination ISO, positive regulation of I-kappaB kinase/NF-kappaB signaling IMP, negative regulation of NF-kappaB transcription factor activity ISO, positive regulation of NIK/NF-kappaB signaling IMP, proteasome-mediated ubiquitin-dependent protein catabolic process ISO, positive regulation of NF-kappaB transcription factor activity ISO, protein linear polyubiquitination ISS, cytoplasmic sequestering of protein ISO, T cell receptor signaling pathway ISO","GO:0060546, GO:2001238, GO:0043123, GO:0043161, GO:0051220, GO:0000209, GO:0050852, GO:0032088, GO:0051092, GO:0045944, GO:1901224, GO:0097039, GO:0043065",RanBP-type and C3HC4-type zinc finger-containing protein 1
Q9WUT8,Q9WUT8_MOUSE,Mus musculus (Mouse),Signal {ECO:0000256|SAM:SignalP},membrane IEA,GO:0016020,,,,,
Q9WUZ9,FT,Mus musculus (Mouse),"Calcium,  Reference proteome,  Endoplasmic reticulum,  Signal,  Glycoprotein,  Hydrolase,  Disulfide bond,  Secreted, Magnesium","endoplasmic reticulum IDA, extracellular region IEA","GO:0005783, GO:0005576","uridine-diphosphatase activity IDA, guanosine-diphosphatase activity IDA","GO:0004382, GO:0045134","regulation of phosphatidylinositol 3-kinase signaling IMP, 'de novo' posttranslational protein folding IMP, protein N-linked glycosylation IMP, positive regulation of glycolytic process IMP, ATP metabolic process IMP","GO:0046034, GO:0051084, GO:0014066, GO:0006487, GO:0045821",Ectonucleoside triphosphate diphosphohydrolase 5
Q9WVA3,BUB3_MOUSE,Mus musculus (Mouse)," Centromere,  Cell division,  ADP-ribosylation,  Reference proteome,  Nucleus,  Repeat,  Isopeptide bond, Ubl conjugation, Mitosis,  WD repeat,  Cell cycle,  Meiosis,  Kinetochore,  Chromosome partition,  Phosphoprotein, Acetylation, Chromosome","condensed chromosome kinetochore IEA, mitotic checkpoint complex IBA, bub1-bub3 complex IBA, nucleoplasm ISO, kinetochore ISO","GO:0000777, GO:1990298, GO:0033597, GO:0005654, GO:0000776",ubiquitin binding IBA,GO:0043130,"cell division IEA, mitotic spindle assembly checkpoint IBA, protein localization to kinetochore ISO, mitotic sister chromatid segregation IMP, attachment of spindle microtubules to kinetochore ISO, chromosome segregation IMP, regulation of chromosome segregation IDA, meiotic cell cycle IEA","GO:0007059, GO:0051983, GO:0051321, GO:0000070, GO:0034501, GO:0007094, GO:0051301, GO:0008608",Mitotic checkpoint protein BUB3
Q9WVS5,Q9WVS5_MOUSE,Mus musculus (Mouse),"Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Cilium {ECO:0000256|ARBA:ARBA00023069}, ECO:0000256|RuleBase:RU004187}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU004187}, Chaperone {ECO:0000256|ARBA:ARBA00023186, ECO:0000256|RuleBase:RU004187}, Membrane {ECO:0000256|SAM:Phobius}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, Transmembrane helix {ECO:0000256|SAM:Phobius}, Cell projection {ECO:0000256|ARBA:ARBA00023069},  Transmembrane {ECO:0000256|SAM:Phobius}","cilium IEA, integral component of membrane IEA, cytoplasm IEA","GO:0005737, GO:0016021, GO:0005929","unfolded protein binding IEA, ATP binding IEA","GO:0051082, GO:0005524",protein folding IEA,GO:0006457,CCT-theta {ECO:0000256|ARBA:ARBA00021880}
Q9Z0Y7,IRS4_MOUSE,Mus musculus (Mouse)," Reference proteome,  Repeat, Cell membrane, Transducer,  Phosphoprotein,  Membrane","plasma membrane IBA, protein-containing complex ISO, cytosol IBA","GO:0032991, GO:0005886, GO:0005829","phosphatidylinositol 3-kinase binding IBA, insulin receptor binding IBA, protein domain specific binding ISO","GO:0019904, GO:0043548, GO:0005158",insulin receptor signaling pathway IBA,GO:0008286,Insulin receptor substrate 4
Q9Z1M7,LARG1_MOUSE,Mus musculus (Mouse)," Reference proteome,  Golgi apparatus, Membrane,  Transmembrane helix,  Manganese,  Glycosyltransferase,  Metal-binding,  Multifunctional enzyme, Signal-anchor,  Transmembrane,  Glycoprotein, Coiled coil,  Transferase","integral component of membrane IEA, intracellular membrane-bounded organelle IDA, Golgi apparatus ISS, Golgi membrane IEA","GO:0005794, GO:0043231, GO:0016021, GO:0000139","manganese ion binding ISS, transferase activity, transferring glycosyl groups IMP, glucuronosyltransferase activity IDA, xylosyltransferase activity IDA","GO:0042285, GO:0030145, GO:0015020, GO:0016757","skeletal muscle tissue regeneration IDA, protein O-linked mannosylation IDA, skeletal muscle organ development IDA, glycoprotein biosynthetic process NAS, muscle cell cellular homeostasis IMP","GO:0035269, GO:0060538, GO:0009101, GO:0046716, GO:0043403",LARGE xylosyl- and glucuronyltransferase 1 {ECO:0000250|UniProtKB:O95461}
Q9Z1R9,Q9Z1R9_MOUSE,Mus musculus (Mouse),"Protease {ECO:0000256|RuleBase:RU363034}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Hydrolase {ECO:0000256|RuleBase:RU363034}, Serine protease {ECO:0000256|RuleBase:RU363034}, Signal {ECO:0000256|SAM:SignalP}, Proteomics identification {ECO:0000213|PeptideAtlas:Q9Z1R9}","collagen-containing extracellular matrix HDA, extracellular space IBA","GO:0062023, GO:0005615",serine-type endopeptidase activity IBA,GO:0004252,proteolysis IBA,GO:0006508,
Q9Z1U4,Q9Z1U4_MOUSE,Mus musculus (Mouse),"Transducer {ECO:0000256|ARBA:ARBA00023040}, G-protein coupled receptor {ECO:0000256|ARBA:ARBA00023040}, Receptor {ECO:0000256|ARBA:ARBA00023040}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}","integral component of plasma membrane IBA, synapse IEA, dendrite IBA, integral component of membrane ISO","GO:0005887, GO:0016021, GO:0030425, GO:0045202","G protein-coupled receptor activity IBA, olfactory receptor activity ISO, neurotransmitter receptor activity IBA, G protein-coupled serotonin receptor activity IBA","GO:0004930, GO:0004984, GO:0004993, GO:0030594","chemical synaptic transmission IBA, sensory perception of smell ISO, G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger IBA, G protein-coupled receptor signaling pathway ISO","GO:0007608, GO:0007268, GO:0007187, GO:0007186",
R7RU63,R7RU63_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},,,,,,,
S4R1C4,S4R1C4_MOUSE,Mus musculus (Mouse),"Cell membrane {ECO:0000256|ARBA:ARBA00022475},  Magnesium {ECO:0000256|ARBA:ARBA00022842}, Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Proteomics identification {ECO:0000213|EPD:S4R1C4,, Transport {ECO:0000256|ARBA:ARBA00022568, ECO:0000256|RuleBase:RU361146}, Calcium transport {ECO:0000256|ARBA:ARBA00022568,, Ion transport {ECO:0000256|ARBA:ARBA00022568,, ECO:0000213|MaxQB:S4R1C4, ECO:0000213|PeptideAtlas:S4R1C4}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, ECO:0000256|RuleBase:RU361146}, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|ARBA:ARBA00022989,, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU361146}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,, Calcium {ECO:0000256|ARBA:ARBA00022568, ECO:0000256|RuleBase:RU361146}, Translocase {ECO:0000256|ARBA:ARBA00022967}","plasma membrane IEA, integral component of membrane IEA","GO:0016021, GO:0005886","metal ion binding IEA, calcium transmembrane transporter activity, phosphorylative mechanism IEA, ATP binding IEA","GO:0005388, GO:0046872, GO:0005524",,,Calcium-transporting ATPase {ECO:0000256|RuleBase:RU361146}
