,Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name,Biological Process Label,Molecular Function Label,Cellular Component Label
993,Q8BLS4,Q8BLS4_MOUSE,Mus musculus (Mouse),"Carbohydrate metabolism {ECO:0000256|ARBA:ARBA00023277}, ECO:0000256|PIRSR:PIRSR016408-3}, ECO:0000256|PIRNR:PIRNR016408, ECO:0000256|PIRSR:PIRSR016408-3}, Isomerase {ECO:0000256|PIRNR:PIRNR016408}, Magnesium {ECO:0000256|ARBA:ARBA00022842, ECO:0000256|PIRNR:PIRNR016408,, Metal-binding {ECO:0000256|ARBA:ARBA00022723,",,,"magnesium ion binding IEA, phosphoacetylglucosamine mutase activity IEA","GO:0004610, GO:0000287","UDP-N-acetylglucosamine biosynthetic process IEA, carbohydrate metabolic process IEA","GO:0006048, GO:0005975",Phosphoacetylglucosamine mutase {ECO:0000256|PIRNR:PIRNR016408},"GO:0008152, GO:0009987","GO:0005488, GO:0003824",
994,Q8BM29,Q8BM29_MOUSE,Mus musculus (Mouse),,"plasma membrane IEA, cytoskeleton IEA","GO:0005886, GO:0005856",,,,,Aldolase_II domain-containing protein {ECO:0000259|SMART:SM01007},,,"GO:0043228, GO:0043229"
995,Q8BMT4,FT,Mus musculus (Mouse)," Membrane,  Signal,  Leucine-rich repeat,  Transmembrane, Reference proteome,  Endoplasmic reticulum,  Cell membrane,  Disulfide bond, Glycoprotein,  Transmembrane helix, Alternative splicing,  Repeat,  Growth factor binding","integral component of membrane IEA, plasma membrane IEA, cell surface IDA, endoplasmic reticulum membrane IEA, extracellular region IEA, endoplasmic reticulum IDA","GO:0005886, GO:0005576, GO:0009986, GO:0005789, GO:0005783, GO:0016021",transforming growth factor beta binding IPI,GO:0050431,"inflammatory response IMP, immune response IMP, superoxide metabolic process IMP, transforming growth factor beta receptor signaling pathway IDA, ubiquitin-dependent ERAD pathway TAS, transforming growth factor beta1 activation IDA, microglia development IMP, sequestering of TGFbeta in extracellular matrix IDA","GO:0014005, GO:0006801, GO:0036364, GO:0030433, GO:0006954, GO:0006955, GO:0035583, GO:0007179",Transforming growth factor beta activator LRRC33 {ECO:0000305},"GO:0050896, GO:0032501, GO:0051179, GO:0032502, GO:0065007, GO:0008152, GO:0002376, GO:0009987",GO:0005488,"GO:0031090, GO:0043229, GO:0043227"
996,Q8BNA5,Q8BNA5_MOUSE,Mus musculus (Mouse),"SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, ProRule:PRU00192}",,,,,actin filament polymerization IEA,GO:0030041,SH3 domain-containing protein {ECO:0000259|PROSITE:PS50002},GO:0009987,,
997,Q8BNZ5,Q8BNZ5_MOUSE,Mus musculus (Mouse),"Lipid biosynthesis {ECO:0000256|ARBA:ARBA00023160,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Fatty acid biosynthesis {ECO:0000256|ARBA:ARBA00023160,,  Iron {ECO:0000256|ARBA:ARBA00023004}, Lipid metabolism {ECO:0000256|ARBA:ARBA00023160,, ECO:0000256|RuleBase:RU000581}, ECO:0000256|SAM:Phobius}, Fatty acid metabolism {ECO:0000256|ARBA:ARBA00023160,, Oxidoreductase {ECO:0000256|ARBA:ARBA00023002,, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}","integral component of membrane IEA, endoplasmic reticulum membrane IEA","GO:0016021, GO:0005789","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water IEA",GO:0016717,fatty acid biosynthetic process IEA,GO:0006633,FA_desaturase domain-containing protein {ECO:0000259|Pfam:PF00487},"GO:0008152, GO:0009987",GO:0003824,GO:0031090
998,Q8BPA1,Q8BPA1_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}",integral component of plasma membrane IEA,GO:0005887,,,,,PHB domain-containing protein {ECO:0000259|SMART:SM00244},,,"GO:0016021, GO:0031226"
999,Q8BPF4,Q8BPF4_MOUSE,Mus musculus (Mouse),"Iron {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|PROSITE-ProRule:PRU00238,, Metal-binding {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|PROSITE-, Oxygen transport {ECO:0000256|ARBA:ARBA00022621, ECO:0000256|PROSITE-, Transport {ECO:0000256|ARBA:ARBA00022621, ECO:0000256|PROSITE-, ProRule:PRU00238, ECO:0000256|RuleBase:RU000356}, Heme {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|PROSITE-ProRule:PRU00238,, ECO:0000256|RuleBase:RU000356}",hemoglobin complex IEA,GO:0005833,"oxygen carrier activity IEA, heme binding IEA, iron ion binding IEA, oxygen binding IEA","GO:0005344, GO:0005506, GO:0020037, GO:0019825",,,GLOBIN domain-containing protein {ECO:0000259|PROSITE:PS01033},,"GO:0005488, GO:0140104",
1000,Q8BPI6,Q8BPI6_MOUSE,Mus musculus (Mouse),"S-adenosyl-L-methionine {ECO:0000256|RuleBase:RU003802}, Methyltransferase {ECO:0000256|RuleBase:RU003802}, Transferase {ECO:0000256|RuleBase:RU003802}",,,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity IEA,GO:0004719,,,Protein-L-isoaspartate O-methyltransferase {ECO:0000256|RuleBase:RU003802},,GO:0003824,
1001,Q8BPV5,Q8BPV5_MOUSE,Mus musculus (Mouse),"Transmembrane helix {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}, Coated pit {ECO:0000256|ARBA:ARBA00023176}, Cytoplasmic vesicle {ECO:0000256|ARBA:ARBA00023329}, Membrane {ECO:0000256|ARBA:ARBA00023176, ECO:0000256|SAM:Phobius}, Endosome {ECO:0000256|ARBA:ARBA00022753}, Coiled coil {ECO:0000256|SAM:Coils}","integral component of membrane IEA, early endosome IEA, cell surface IEA, perikaryon IEA, growth cone IEA, clathrin-coated pit IEA","GO:0030426, GO:0009986, GO:0043204, GO:0005905, GO:0016021, GO:0005769",,,nervous system development IEA,GO:0007399,ABPP {ECO:0000256|ARBA:ARBA00018220},GO:0032502,,"GO:0030427, GO:0098590, GO:0043227"
1002,Q8BPV9,Q8BPV9_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Calcium {ECO:0000256|PROSITE-ProRule:PRU00448}","cytoplasm IEA, plasma membrane IEA","GO:0005737, GO:0005886","calcium ion binding IEA, calcium-dependent cysteine-type endopeptidase activity IEA","GO:0005509, GO:0004198",regulation of cytoskeleton organization IEA,GO:0051493,Calcium-activated neutral proteinase 2 {ECO:0000256|ARBA:ARBA00021385},GO:0065007,"GO:0005488, GO:0003824",
1003,Q8BPW9,Q8BPW9_MOUSE,Mus musculus (Mouse),"Metalloprotease {ECO:0000256|ARBA:ARBA00023049,, Aminopeptidase {ECO:0000256|ARBA:ARBA00022438,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Protease {ECO:0000256|ARBA:ARBA00022438, ECO:0000256|ARBA:ARBA00023049,, Hydrolase {ECO:0000256|ARBA:ARBA00022438, ECO:0000256|ARBA:ARBA00023049,, ECO:0000213|MaxQB:Q8BPW9, ECO:0000213|PeptideAtlas:Q8BPW9}, Zinc {ECO:0000256|ARBA:ARBA00022833, ECO:0000256|RuleBase:RU004386}, Proteomics identification {ECO:0000213|EPD:Q8BPW9,, Metal-binding {ECO:0000256|ARBA:ARBA00022723,, ECO:0000256|RuleBase:RU004386}",,,"metallopeptidase activity IEA, aminopeptidase activity IEA, zinc ion binding IEA","GO:0004177, GO:0008270, GO:0008237",,,Aspartyl aminopeptidase {ECO:0000256|ARBA:ARBA00015118},,"GO:0005488, GO:0003824",
1004,Q8BQL7,Q8BQL7_MOUSE,Mus musculus (Mouse),"Autophagy {ECO:0000256|ARBA:ARBA00023006}, Inflammatory response {ECO:0000256|ARBA:ARBA00023198}, Innate immunity {ECO:0000256|ARBA:ARBA00022588}, Immunity {ECO:0000256|ARBA:ARBA00022588}",,,,,"innate immune response IEA, autophagy IEA, inflammatory response IEA","GO:0045087, GO:0006954, GO:0006914",CUE domain-containing protein {ECO:0000259|PROSITE:PS51140},"GO:0050896, GO:0008152, GO:0002376, GO:0009987, GO:0044419",,
1005,Q8BQY0,Q8BQY0_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},,,,,,,,,,
1006,Q8BR89,Q8BR89_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius},  Transport {ECO:0000256|RuleBase:RU000477}, ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,channel activity IEA,GO:0015267,,,,,GO:0005215,
1007,Q8BRA9,Q8BRA9_MOUSE,Mus musculus (Mouse),"Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, DNA repair {ECO:0000256|ARBA:ARBA00023204}, DNA damage {ECO:0000256|ARBA:ARBA00023204}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Proteasome {ECO:0000256|ARBA:ARBA00022942}","proteasome complex IEA, nucleus IEA","GO:0005634, GO:0000502",damaged DNA binding IEA,GO:0003684,"nucleotide-excision repair IEA, proteasome-mediated ubiquitin-dependent protein catabolic process IEA","GO:0043161, GO:0006289",,"GO:0008152, GO:0050896, GO:0009987",GO:0005488,"GO:0043229, GO:0140535, GO:1902494, GO:0043227"
1008,Q8BRB6,Q8BRB6_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:Q8BRB6, ECO:0000213|PeptideAtlas:Q8BRB6}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:Q8BRB6,",,,,,,,,,,
1009,Q8BRQ9,Q8BRQ9_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU362000}, Mitochondrion {ECO:0000256|ARBA:ARBA00023128,, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Amino-acid transport {ECO:0000256|ARBA:ARBA00022970}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000256|RuleBase:RU362000}, ECO:0000213|MaxQB:Q8BRQ9, ECO:0000213|PeptideAtlas:Q8BRQ9},  Transport {ECO:0000256|ARBA:ARBA00022970}, Proteomics identification {ECO:0000213|EPD:Q8BRQ9,, Transmembrane {ECO:0000256|ARBA:ARBA00022989,","integral component of membrane IEA, mitochondrial membrane IEA","GO:0031966, GO:0016021",ion transmembrane transporter activity IEA,GO:0015075,amino acid transport IEA,GO:0006865,Sidoreflexin {ECO:0000256|RuleBase:RU362000},GO:0051179,GO:0005215,GO:0031090
1010,Q8BS04,Q8BS04_MOUSE,Mus musculus (Mouse),,"cytosol IBA, membrane IBA","GO:0005829, GO:0016020",protein kinase binding IBA,GO:0019901,protein localization IBA,GO:0008104,DUF4704 domain-containing protein {ECO:0000259|Pfam:PF15787},GO:0051179,GO:0005488,
1011,Q8BS79,Q8BS79_MOUSE,Mus musculus (Mouse),"Glycoprotein {ECO:0000256|ARBA:ARBA00022622}, ProRule:PRU00043}, Lipoprotein {ECO:0000256|ARBA:ARBA00022622}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Cleavage on pair of basic residues {ECO:0000256|ARBA:ARBA00022685}, Calcium {ECO:0000256|ARBA:ARBA00022837, ECO:0000256|PROSITE-, Membrane {ECO:0000256|ARBA:ARBA00022622},  Signal {ECO:0000256|SAM:SignalP}, GPI-anchor {ECO:0000256|ARBA:ARBA00022622}","anchored component of membrane IEA, plasma membrane IEA","GO:0031225, GO:0005886","calcium ion binding IEA, protein homodimerization activity IEA","GO:0005509, GO:0042803",homophilic cell adhesion via plasma membrane adhesion molecules IEA,GO:0007156,Cadherin-13 {ECO:0000256|ARBA:ARBA00018949},"GO:0009987, GO:0022610",GO:0005488,
1012,Q8BSB5,Q8BSB5_MOUSE,Mus musculus (Mouse),,,,,,,,,,,
1013,Q8BT15,Q8BT15_MOUSE,Mus musculus (Mouse),"ProRule:PRU00125}, LIM domain {ECO:0000256|ARBA:ARBA00023038, ECO:0000256|PROSITE-, Metal-binding {ECO:0000256|ARBA:ARBA00023038, ECO:0000256|PROSITE-, Zinc {ECO:0000256|ARBA:ARBA00023038, ECO:0000256|PROSITE-ProRule:PRU00125}",,,"actin filament binding IEA, metal ion binding IEA","GO:0046872, GO:0051015","actin filament bundle assembly IEA, negative regulation of actin filament depolymerization IEA","GO:0051017, GO:0030835",LIM zinc-binding domain-containing protein {ECO:0000259|PROSITE:PS50023},"GO:0065007, GO:0009987",GO:0005488,
1014,Q8BTA2,Q8BTA2_MOUSE,Mus musculus (Mouse),"Lipid metabolism {ECO:0000256|ARBA:ARBA00022963}, Lipid degradation {ECO:0000256|ARBA:ARBA00022963}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}",,,hydrolase activity IEA,GO:0016787,lipid catabolic process IEA,GO:0016042,SGNH_hydro domain-containing protein {ECO:0000259|Pfam:PF13472},GO:0008152,GO:0003824,
1015,Q8BTG7,NDRG4_MOUSE,Mus musculus (Mouse),"Alternative splicing,  Reference proteome,  Phosphoprotein,  Cytoplasm","endoplasmic reticulum membrane ISO, cell projection membrane IDA, cytoplasm IDA, cytosol IEA, mitochondrion ISO, basolateral plasma membrane ISO","GO:0005739, GO:0005737, GO:0005829, GO:0005789, GO:0016323, GO:0031253",,,"brain development IBA, signal transduction IBA, negative regulation of platelet-derived growth factor receptor signaling pathway ISO, vesicle docking IMP, negative regulation of smooth muscle cell proliferation ISO, positive regulation of neuron projection development ISO, cell migration involved in heart development IMP, visual learning IMP, negative regulation of smooth muscle cell migration ISO, positive regulation of ERK1 and ERK2 cascade ISO, regulation of endocytic recycling IMP","GO:0014912, GO:2001135, GO:0060973, GO:0048278, GO:0010642, GO:0070374, GO:0007165, GO:0008542, GO:0007420, GO:0048662, GO:0010976",Protein NDRG4,"GO:0050896, GO:0040011, GO:0051179, GO:0032501, GO:0007610, GO:0032502, GO:0065007, GO:0009987",,"GO:0031090, GO:0043229, GO:0098590, GO:0043227"
1016,Q8BTK1,Q8BTK1_MOUSE,Mus musculus (Mouse),,,,fibroblast growth factor binding IEA,GO:0017134,,,,,GO:0005488,
1017,Q8BTU5,Q8BTU5_MOUSE,Mus musculus (Mouse),"Nucleus {ECO:0000256|ARBA:ARBA00023242, ECO:0000256|RuleBase:RU000551}, Proteasome {ECO:0000256|ARBA:ARBA00022942, ECO:0000256|PROSITE-, ProRule:PRU00808, ECO:0000256|RuleBase:RU000551}, Cytoplasm {ECO:0000256|RuleBase:RU000551}","cytoplasm IEA, proteasome core complex, alpha-subunit complex IEA, nucleus IEA","GO:0005737, GO:0005634, GO:0019773",threonine-type endopeptidase activity IEA,GO:0004298,ubiquitin-dependent protein catabolic process IEA,GO:0006511,Proteasome subunit alpha type {ECO:0000256|RuleBase:RU000551},"GO:0008152, GO:0009987",GO:0003824,"GO:0043229, GO:0043227"
1018,Q8BTU6,Q8BTU6_MOUSE,Mus musculus (Mouse),"ECO:0000256|RuleBase:RU000492}, Proteomics identification {ECO:0000213|EPD:Q8BTU6,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022806,, ECO:0000213|MaxQB:Q8BTU6, ECO:0000213|PeptideAtlas:Q8BTU6}, Hydrolase {ECO:0000256|ARBA:ARBA00022806, ECO:0000256|RuleBase:RU000492}, ATP-binding {ECO:0000256|ARBA:ARBA00022806, ECO:0000256|RuleBase:RU000492}, Helicase {ECO:0000256|ARBA:ARBA00022806, ECO:0000256|RuleBase:RU000492}",,,"RNA helicase activity IEA, ATP binding IEA, nucleic acid binding IEA","GO:0005524, GO:0003676, GO:0003724",,,RNA helicase {ECO:0000256|ARBA:ARBA00012552},,"GO:0005488, GO:0003824",
1019,Q8BTY3,Q8BTY3_MOUSE,Mus musculus (Mouse),"Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Magnesium {ECO:0000256|ARBA:ARBA00022842}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}",cytoplasm IEA,GO:0005737,"magnesium ion binding IEA, inorganic diphosphatase activity IEA","GO:0000287, GO:0004427",phosphate-containing compound metabolic process IEA,GO:0006796,Inorganic diphosphatase {ECO:0000256|ARBA:ARBA00012146},"GO:0008152, GO:0009987","GO:0005488, GO:0003824",
1020,Q8BUT2,Q8BUT2_MOUSE,Mus musculus (Mouse),"Cytoskeleton {ECO:0000256|ARBA:ARBA00023212}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00023134,, Microtubule {ECO:0000256|ARBA:ARBA00022701}, GTP-binding {ECO:0000256|ARBA:ARBA00023134, ECO:0000256|RuleBase:RU003932}, Motor protein {ECO:0000256|ARBA:ARBA00023175}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212}, ECO:0000256|RuleBase:RU003932}, Endocytosis {ECO:0000256|ARBA:ARBA00022583}",microtubule IEA,GO:0005874,"GTPase activity IEA, GTP binding IEA","GO:0003924, GO:0005525",endocytosis IEA,GO:0006897,Dynamin GTPase {ECO:0000256|ARBA:ARBA00011980},"GO:0051179, GO:0009987","GO:0005488, GO:0003824",GO:0099080
1021,Q8BV79,TRNK1_MOUSE,Mus musculus (Mouse)," Reference proteome,  TPR repeat, Alternative splicing,  ANK repeat,  Repeat",,,,,,,TPR and ankyrin repeat-containing protein 1,,,
1022,Q8BVT6,PP2D1_MOUSE,Mus musculus (Mouse),Reference proteome,,,"protein serine/threonine phosphatase activity IBA, magnesium-dependent protein serine/threonine phosphatase activity IBA","GO:0004724, GO:0004722",,,Protein phosphatase 2C-like domain-containing protein 1,,GO:0003824,
1023,Q8BWQ9,Q8BWQ9_MOUSE,Mus musculus (Mouse),"Hydrolase {ECO:0000256|ARBA:ARBA00022807, ECO:0000256|RuleBase:RU361215}, Ubl conjugation pathway {ECO:0000256|ARBA:ARBA00022786,, ECO:0000256|RuleBase:RU361215}, Thiol protease {ECO:0000256|ARBA:ARBA00022807,, Protease {ECO:0000256|ARBA:ARBA00022807, ECO:0000256|RuleBase:RU361215}",,,"thiol-dependent ubiquitin-specific protease activity IEA, cysteine-type peptidase activity IEA","GO:0004843, GO:0008234",ubiquitin-dependent protein catabolic process IEA,GO:0006511,Ubiquitin carboxyl-terminal hydrolase {ECO:0000256|RuleBase:RU361215},"GO:0008152, GO:0009987",GO:0003824,
1024,Q8BWS6,Q8BWS6_MOUSE,Mus musculus (Mouse),"Transferase {ECO:0000256|ARBA:ARBA00022777}, Kinase {ECO:0000256|ARBA:ARBA00022777}",,,"phosphotransferase activity, alcohol group as acceptor IEA, kinase activity IEA","GO:0016301, GO:0016773",,,PfkB domain-containing protein {ECO:0000259|Pfam:PF00294},,GO:0003824,
1025,Q8BWX1,Q8BWX1_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},,,,,,,Atx10homo_assoc domain-containing protein {ECO:0000259|Pfam:PF09759},,,
1026,Q8BXH1,Q8BXH1_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},"cytoplasm ISO, dendrite IDA, nucleus IDA, postsynaptic density IDA, smooth endoplasmic reticulum IDA, postsynapse IDA","GO:0005634, GO:0030425, GO:0005790, GO:0005737, GO:0014069, GO:0098794","mitogen-activated protein kinase binding ISO, phosphatidylinositol phospholipase C activity IBA","GO:0051019, GO:0004435","phosphatidylinositol-mediated signaling IBA, negative regulation of potassium ion transport ISO","GO:0043267, GO:0048015",,"GO:0009987, GO:0065007","GO:0005488, GO:0003824","GO:0042995, GO:0043229, GO:0099572, GO:0043227"
1027,Q8BXT3,Q8BXT3_MOUSE,Mus musculus (Mouse),Hydrolase {ECO:0000256|ARBA:ARBA00022801},,,inositol phosphate phosphatase activity IEA,GO:0052745,phosphatidylinositol dephosphorylation IEA,GO:0046856,IPPc domain-containing protein {ECO:0000259|SMART:SM00128},"GO:0008152, GO:0009987",GO:0003824,
1028,Q8BY79,S35G1_MOUSE,Mus musculus (Mouse)," Membrane,  Reference proteome, Cell membrane,  Endoplasmic reticulum, Transmembrane,  Transmembrane helix,  Repeat","plasma membrane ISO, endoplasmic reticulum membrane ISO, integral component of membrane IBA","GO:0005886, GO:0016021, GO:0005789",,,"calcium ion export across plasma membrane ISO, regulation of cytosolic calcium ion concentration ISO","GO:1990034, GO:0051480",Solute carrier family 35 member G1,"GO:0051179, GO:0065007, GO:0009987",,GO:0031090
1029,Q8BYH6,Q8BYH6_MOUSE,Mus musculus (Mouse),,,,"ATP binding IEA, nucleic acid binding IEA","GO:0005524, GO:0003676",,,Helicase ATP-binding domain-containing protein {ECO:0000259|PROSITE:PS51192},,GO:0005488,
1030,Q8BYQ0,Q8BYQ0_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:Q8BYQ0,, ECO:0000213|MaxQB:Q8BYQ0, ECO:0000213|PeptideAtlas:Q8BYQ0}",,,hydrolase activity IEA,GO:0016787,,,,,GO:0003824,
1031,Q8BYS1,Q8BYS1_MOUSE,Mus musculus (Mouse),Signal {ECO:0000256|ARBA:ARBA00022729},,,,,,,,,,
1032,Q8BZC2,Q8BZC2_MOUSE,Mus musculus (Mouse),"Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Zinc {ECO:0000256|ARBA:ARBA00022833}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}",,,"hydrolase activity, acting on ester bonds IEA, metal ion binding IEA","GO:0046872, GO:0016788",,,,,"GO:0005488, GO:0003824",
1033,Q8BZG2,Q8BZG2_MOUSE,Mus musculus (Mouse),,"extracellular space IBA, extracellular matrix IBA","GO:0005615, GO:0031012",,,,,VWFD domain-containing protein {ECO:0000259|PROSITE:PS51233},,,GO:0030312
1034,Q8C000,Q8C000_MOUSE,Mus musculus (Mouse),,nucleolus IEA,GO:0005730,,,,,LisH domain-containing protein {ECO:0000259|PROSITE:PS50896},,,"GO:0043228, GO:0043229"
1035,Q8C027,Q8C027_MOUSE,Mus musculus (Mouse),"Zinc {ECO:0000256|ARBA:ARBA00022771}, Endosome {ECO:0000256|PIRNR:PIRNR007860}, Autophagy {ECO:0000256|ARBA:ARBA00023006, ECO:0000256|PIRNR:PIRNR007860}, Lysosome {ECO:0000256|PIRNR:PIRNR007860}, Cytoplasmic vesicle {ECO:0000256|PIRNR:PIRNR007860}, Membrane {ECO:0000256|PIRNR:PIRNR007860}, Metal-binding {ECO:0000256|ARBA:ARBA00022771}, Coiled coil {ECO:0000256|SAM:Coils}, Transport {ECO:0000256|PIRNR:PIRNR007860}, Protein transport {ECO:0000256|PIRNR:PIRNR007860}, Zinc-finger {ECO:0000256|ARBA:ARBA00022771}","early endosome IEA, late endosome membrane IEA, CORVET complex IEA, lysosomal membrane IEA, autophagosome IEA, HOPS complex IEA, clathrin-coated vesicle IEA","GO:0030897, GO:0030136, GO:0031902, GO:0033263, GO:0005765, GO:0005776, GO:0005769",metal ion binding IEA,GO:0046872,"vesicle-mediated transport IEA, autophagy IEA, intracellular protein transport IEA","GO:0006886, GO:0016192, GO:0006914",Vacuolar protein sorting-associated protein 11 homolog {ECO:0000256|PIRNR:PIRNR007860},"GO:0051179, GO:0009987, GO:0008152",GO:0005488,"GO:0043229, GO:0099023, GO:0043227, GO:0031090, GO:0098796"
